0,0.00490923,0.387363,0.524672
300,0.00247504,0.00801969,0.457632
600,0.002532,0.00509777,0.46236
900,0.00256037,0.00667839,0.382399
1200,0.00158193,0.0126171,0.449575
1500,0.00257205,0.00878804,0.475709
1800,0.00258079,0.0033121,0.465247
2100,0.00258364,0.00419809,0.498327
2400,0.00256839,0.00560629,0.565413
2700,0.00257993,0.00298656,0.426277
