0,1.95016,1.04856,0.556851
300,1.28887,1.36256,0.537832
600,0.952128,1.35515,0.565658
900,1.25987,1.21423,0.51484
1200,1.24906,1.55724,0.568383
1500,0.863042,1.31075,0.581296
1800,1.26689,1.1497,0.534097
2100,0.895625,1.30216,0.450551
2400,0.852925,1.30226,0.554764
2700,1.26963,1.13021,0.48355
