0,1.16594,0.548792,0.395955
300,0.772252,0.347458,0.297924
600,0.778463,0.358494,0.361012
900,0.770184,0.375646,0.302925
1200,0.787147,0.384214,0.345135
1500,0.782421,0.385188,0.355652
1800,0.777119,0.395879,0.403695
2100,0.774911,0.39681,0.39928
2400,0.770571,0.402545,0.430043
2700,0.778089,0.402576,0.345034
