0,0.0343557,0.192398,1.95614
300,0.014761,0.226457,1.90776
600,0.0130861,0.206904,2.05201
900,0.00954665,0.245006,1.6374
1200,0.00956301,0.228524,1.90318
1500,0.0150266,0.266752,2.02557
1800,0.00947908,0.315208,2.56242
2100,0.0152882,0.383023,2.5207
2400,0.0110132,0.376295,3.23948
2700,0.0153183,0.489282,3.37516
