0,739.8218999134842
1,777.3339959681034
2,1166.7143396896136
3,1279.2165784478238
4,1353.9345382761628
5,1504.592069514183
6,1636.4337748697503
7,1675.773605147869
8,1759.87958022384
9,1868.0153282300707
10,2022.5398605199712
11,2174.2566506277763
12,2310.6883464665843
13,2389.612879849792
14,2466.887555637989
15,2606.772466415703
16,2761.358679971223
17,2922.140456207613
18,3073.1144531630134
19,3153.8210348076373
20,3275.6649447748114
21,3411.7134513146702
22,3554.4619481856826
23,3736.368502993565
24,3833.3506805525244
25,3861.6049686915926
26,4012.362132660469
27,4322.2978871029245
28,4582.962759080221
29,4816.716350645436
30,5042.645611436863
31,5156.341878769762
32,5251.649934755201
33,5528.376064140095
34,5820.208401967808
35,6096.748077167833
36,6351.206104885506
37,6505.852205321186
38,6660.359352245488
39,6894.411298793056
40,7174.051741050045
41,7482.346145837763
42,7705.115605411494
43,7558.469544013985
44,7411.753124483867
45,7425.984591250182
46,7571.383088830424
47,7783.100571073967
48,8074.800264103759
49,8321.895734868986
50,8545.094171997338
51,8757.830302642898
52,9044.504213971244
53,9358.602220664172
54,9695.989503177287
55,10015.082760794523
56,10209.643016177595
57,10383.37292490845
58,10546.17722110572
59,10772.219720906667
60,11053.434731242787
61,11401.94559333648
62,11655.939252692799
63,11916.259834754343
64,12290.36269118743
65,12531.02784123046
66,12937.717835808682
67,13332.045174673263
68,13637.355241498368
69,13920.631967620491
70,14220.927079326048
71,14454.383502236757
72,14852.719956282788
73,15244.050612289826
74,15623.232297707571
75,15874.379337155206
76,16096.305293619971
77,16223.288600038453
78,16443.39889336731
79,16733.172433167583
80,16989.499052480453
81,17134.0102023185
82,17443.75929193332
83,17649.317757141238
84,17801.761376035884
85,18185.77987511993
86,18545.366065557722
87,18849.20709290536
88,19278.982795517804
89,19663.204548706686
90,19684.367720155176
91,20110.21383718554
92,20573.449552667567
93,20809.124256152983
94,21166.75630759188
95,21532.805709455803
96,21498.878956171393
97,21572.126391586207
98,21927.649507961483
99,22242.878316824284
100,22546.069528383137
101,22940.16713395547
102,23041.453441003177
103,23134.21595363298
104,23513.1772049012
105,23978.682044221252
106,24483.06461224026
107,24882.50956659438
108,25154.616024648218
109,25028.826458750213
110,25483.136302450985
111,26000.461667489784
112,26520.740797869665
113,27097.4373601376
114,27460.034827918913
115,27516.209156807003
116,27601.117805119902
117,28169.184350015006
118,28851.24203522026
119,29370.31657094147
120,29745.805891789612
121,29900.116600925918
122,29939.445474845987
123,30283.163703163224
124,30890.132528451606
125,31514.480279770472
126,32106.404415909656
127,32489.040134456995
128,32446.25011539853
129,32590.775182042795
130,33127.18921831575
131,33908.70447983239
132,34554.02973011699
133,34919.913812496095
134,35122.679920287585
135,35278.16171970982
136,35816.92147640108
137,36580.65246198481
138,37341.7928357719
139,37994.62004043685
140,37933.564461997856
141,37963.12712788027
142,38224.81449002863
143,38913.12265821258
144,39710.93008589559
145,40214.495337904664
146,40048.11412726578
147,39721.63286079378
148,39721.53987678922
149,39872.51083968073
150,39178.4195532475
151,36382.58884999117
152,31417.86823679597
153,27012.235996133884
