0,0.552661,540.642,0.554808
10,0.57697,451.972,0.579024
20,0.459513,395.838,0.460369
30,0.472308,374.157,0.473198
40,0.629792,357.693,0.630683
50,0.777348,300.409,0.778323
60,0.572509,258.94,0.573456
70,0.681602,248.743,0.682856
80,0.641022,239.866,0.641981
90,0.617803,228.672,0.618767
100,0.60398,211.385,0.604945
110,0.654742,198.556,0.655698
120,0.559132,188.746,0.560099
130,0.5607,183.014,0.561676
140,0.551076,176.855,0.552044
150,0.69556,168.297,0.696524
160,0.839996,160.517,0.840953
170,0.508004,153.784,0.508868
180,0.539965,152.1,0.540766
190,0.536312,142.518,0.53713
200,0.663959,140.006,0.664836
210,0.934547,134.459,0.935684
220,0.859988,129.151,0.860948
230,0.830863,124.801,0.832209
240,0.887398,121.687,0.888526
250,0.772291,117.251,0.773275
260,1.11605,113.005,1.11701
270,1.50633,109.187,1.50731
280,1.29986,105.944,1.30073
290,1.10187,102.54,1.1032
300,1.16566,98.3886,1.16653
310,1.06538,95.6032,1.06623
320,1.14558,93.0909,1.14646
330,0.954993,91.6027,0.955957
340,0.970837,88.9642,0.972058
350,0.856103,85.3264,0.857088
360,0.975572,82.5325,0.976394
370,0.968721,80.5327,0.969705
380,1.06645,78.9977,1.06742
390,0.95357,76.8103,0.954542
400,0.898567,75.7888,0.899407
410,0.853026,74.3328,0.855277
420,0.899483,72.1241,0.900296
430,0.873699,70.2516,0.874482
440,1.03323,69.5481,1.03404
450,0.885428,67.7813,0.886444
460,0.916883,66.5932,0.917859
470,0.92991,58.9535,0.930775
480,1.09767,63.2472,1.09881
490,1.23456,61.9488,1.23555
500,1.58752,53.5247,1.59202
510,1.34401,58.7092,1.34497
520,1.67774,57.0809,1.6786
530,1.82551,55.8466,1.82637
540,1.64666,54.2474,1.64751
550,0.838965,53.466,0.840146
560,0.996337,51.7368,0.997071
570,0.810621,51.0219,0.811624
580,1.71424,47.8376,1.7151
590,1.71744,49.185,1.71833
600,1.67131,47.9941,1.67604
610,0.894119,47.0794,0.894892
620,1.28153,45.8604,1.28666
630,1.53058,44.9473,1.53157
640,1.66352,44.1534,1.66452
650,1.73548,43.5365,1.73648
660,1.31766,42.6268,1.31864
670,0.973223,40.4309,0.977593
680,1.00595,39.3455,1.00671
690,1.34267,38.8952,1.34356
700,1.57611,38.3777,1.5771
710,1.40111,38.6814,1.40211
720,1.15778,33.7304,1.1586
730,1.77175,36.7148,1.77264
740,1.89057,36.0441,1.89144
750,1.94678,32.046,1.95056
760,2.30314,34.2236,2.30402
770,1.79792,33.6384,1.79881
780,2.01335,30.4434,2.01433
790,1.36053,29.7148,1.36153
800,1.65219,29.5099,1.65307
810,1.86961,31.5988,1.87061
820,2.00539,31.6867,2.00936
830,1.73105,28.461,1.74074
840,1.90271,28.1104,1.90707
850,2.16765,27.6483,2.16864
860,1.90723,27.2121,1.90823
870,1.84497,26.6308,1.84597
880,1.45706,27.258,1.45803
890,0.971547,26.6484,0.972368
900,0.9961,26.1794,0.99692
910,0.960378,26.9682,0.96118
920,2.0701,24.4164,2.07096
930,1.48972,25.9561,1.49213
940,2.22783,25.5128,2.22873
950,2.224,25.3533,2.22881
960,2.19282,23.1241,2.1976
970,2.13343,23.7802,2.13444
980,2.17083,23.3799,2.17551
990,2.13259,22.621,2.13358
1000,2.22843,21.6409,2.22942
1010,2.28782,21.9758,2.28882
1020,2.01348,21.7983,2.01449
1030,2.10843,22.6167,2.11001
1040,1.39934,21.2016,1.4012
1050,1.22663,21.9402,1.22763
1060,1.25829,20.5553,1.2593
1070,1.20268,19.5537,1.20371
1080,1.17016,20.9638,1.17118
1090,1.15101,20.7339,1.15204
1100,1.1376,20.4678,1.13862
1110,1.19437,19.1608,1.19538
1120,1.14442,19.6017,1.14542
1130,1.17527,19.584,1.17629
1140,1.63455,18.4117,1.63545
1150,1.64855,18.6418,1.64947
1160,1.46909,18.8283,1.47013
1170,1.51038,17.2891,1.5114
1180,1.98896,18.432,1.98989
1190,1.60933,16.7451,1.61044
1200,1.34794,17.1225,1.34899
1210,1.27247,17.4603,1.27352
1220,1.33164,17.3231,1.33268
1230,1.34553,16.0439,1.34657
1240,1.22512,16.936,1.22616
1250,1.6216,15.4851,1.62245
1260,1.38785,15.7189,1.39324
1270,1.29101,15.0833,1.29194
1280,1.39687,16.1434,1.3979
1290,1.30071,14.8488,1.30165
1300,1.58262,15.779,1.58354
1310,1.50274,14.3186,1.50367
1320,1.50932,13.9919,1.51026
1330,1.85512,14.5771,1.85605
1340,1.44656,13.7223,1.44762
1350,1.24758,13.682,1.24865
1360,1.2824,13.5621,1.28347
1370,1.82751,13.4502,1.82857
1380,1.5133,14.0292,1.51418
1390,1.11671,13.3582,1.11772
1400,1.11992,13.7722,1.1209
1410,1.05011,13.6914,1.051
1420,1.43531,12.9943,1.4362
1430,1.42395,13.146,1.42485
1440,1.16312,13.4885,1.16403
1450,1.05327,13.0535,1.05418
1460,1.18794,12.5841,1.18882
1470,0.972018,12.5647,0.973029
1480,0.955857,12.6272,0.956778
1490,0.896834,12.5265,0.897649
1500,0.921703,12.5414,0.922506
1510,1.12895,12.5013,1.12978
1520,2.09715,12.4946,2.09825
1530,2.02172,13.0862,2.02269
1540,1.87136,13.0246,1.87235
1550,1.7547,13.1412,1.7557
1560,1.5404,13.1394,1.5414
1570,1.4989,13.1674,1.49986
1580,1.50869,12.9751,1.50975
1590,2.68853,13.0408,2.68948
1600,2.29208,13.1527,2.29304
1610,1.43484,13.2222,1.43618
1620,1.33479,13.1717,1.33587
1630,1.69544,12.9942,1.69658
1640,2.47192,13.0538,2.47305
1650,2.26042,13.4189,2.26143
1660,2.48507,13.3782,2.4861
1670,1.36406,12.8226,1.36507
1680,1.81049,12.6366,1.81156
1690,1.60908,12.573,1.61037
1700,1.42967,12.9389,1.43095
1710,1.92456,13.1668,1.92569
1720,1.19088,13.0681,1.19183
1730,1.36823,12.816,1.36937
1740,1.31309,12.8358,1.31422
1750,1.37565,12.8705,1.37662
1760,1.35109,12.866,1.35225
1770,1.72767,13.1378,1.72888
1780,1.62111,12.9129,1.62239
1790,1.75547,13.2308,1.75662
1800,2.49682,12.91,2.49796
1810,2.07936,13.0202,2.0804
1820,1.41969,13.0988,1.42063
1830,1.02029,13.4563,1.0212
1840,1.23834,13.5672,1.23926
1850,1.57209,13.6223,1.57315
1860,1.5619,13.6066,1.57506
1870,1.49158,13.5908,1.49262
1880,1.40577,13.6029,1.40682
1890,2.25432,13.2931,2.25535
1900,1.90209,13.1727,1.90314
1910,1.58495,13.4328,1.58636
1920,1.40551,13.3626,1.40673
1930,1.37133,13.3688,1.37247
1940,1.14054,13.3415,1.1415
1950,1.61517,13.3576,1.61598
1960,1.5828,13.0643,1.58406
1970,1.32112,13.2795,1.32219
1980,1.39601,13.0284,1.39721
1990,1.44263,13.0568,1.44384
2000,2.10078,13.1047,2.11586
2010,1.49715,13.1465,1.49888
2020,1.5025,13.4909,1.50347
2030,2.26377,13.182,2.26496
2040,2.32308,13.095,2.32426
2050,2.5687,13.1881,2.56983
2060,2.61331,13.1438,2.61445
2070,2.62229,12.9093,2.62751
2080,1.84401,12.8475,1.84514
2090,1.32305,12.7482,1.32417
2100,1.50882,12.8138,1.50993
2110,2.00631,12.7414,2.00741
2120,1.79502,12.7119,1.79618
2130,2.0131,12.4928,2.01427
2140,1.9496,12.6488,1.95078
2150,1.91832,12.7069,1.91941
2160,1.99386,12.8758,1.99504
2170,1.7086,12.721,1.70977
2180,1.07312,12.8045,1.07455
2190,0.892616,12.9564,0.893434
2200,1.18296,13.3203,1.18375
2210,1.1074,13.3773,1.10871
2220,1.22358,13.4007,1.22479
2230,1.53392,13.2044,1.5351
2240,1.12756,13.1275,1.12871
2250,0.890768,13.3654,0.891617
2260,1.25655,13.3201,1.25747
2270,1.13473,13.2,1.13578
2280,1.08399,13.0995,1.0849
2290,1.00776,12.9811,1.00872
2300,1.01653,12.8776,1.01743
2310,1.11896,12.7977,1.11983
2320,2.19724,12.712,2.19849
2330,2.24108,12.6638,2.24213
2340,1.78831,12.6021,1.78947
2350,1.89166,12.566,1.89285
2360,1.7918,12.5922,1.79299
2370,1.67003,12.5812,1.67107
2380,1.7759,12.6388,1.77696
2390,1.90507,12.6523,1.90614
2400,1.27173,12.6625,1.27291
2410,2.2229,12.6931,2.22399
2420,1.35141,12.682,1.35249
2430,1.18798,12.6721,1.18889
2440,1.39462,12.4328,1.39582
2450,1.3677,12.4109,1.36892
2460,1.37622,12.3881,1.37738
2470,1.3216,12.3157,1.3228
2480,1.33218,12.1868,1.33337
2490,1.32834,12.3009,1.32953
2500,1.26317,11.6995,1.26434
2510,1.39555,11.964,1.39663
2520,1.55194,12.0449,1.55309
2530,2.14623,11.8489,2.14742
2540,1.5913,11.5067,1.59247
2550,1.36949,11.8087,1.37068
2560,1.93935,12.0811,1.94052
2570,1.7226,12.1032,1.72369
2580,1.64527,12.0891,1.64648
2590,1.77206,12.098,1.77313
2600,1.30285,11.9348,1.30393
