0,88.0944
10,87.7512
20,91.1864
30,91.8361
40,91.8
50,91.117
60,91.1207
70,90.2164
80,89.8693
90,89.6066
100,89.9431
110,88.8072
120,88.5135
130,88.2864
140,88.167
150,88.1208
160,87.6915
170,87.1317
180,86.9028
190,86.7375
200,86.332
210,86.2585
220,85.8103
230,86.0785
240,85.508
250,85.4221
260,85.1898
270,84.8506
280,84.7888
290,84.2067
300,84.4141
310,84.04
320,83.7403
330,83.4217
340,83.411
350,83.2744
360,83.14
370,83.0927
380,82.617
390,82.7999
400,82.7248
410,82.324
420,82.2787
430,82.086
440,81.9504
450,81.8396
460,82.0533
470,81.5234
480,81.7759
490,81.3403
500,81.2087
510,81.0711
520,81.1587
530,81.1214
540,80.8213
550,80.8829
560,80.5349
570,80.5588
580,80.3499
590,80.4454
600,80.0518
610,80.0452
620,79.886
630,79.932
640,79.7014
650,79.4239
660,79.3589
670,79.0608
680,79.2804
690,78.9376
700,79.1168
710,78.8375
720,78.9548
730,78.6551
740,78.784
750,78.4303
760,78.7172
770,78.214
780,78.1374
790,78.1611
800,77.9125
810,78.0516
820,77.8595
830,77.8231
840,77.6733
850,77.5279
860,77.4326
870,77.2173
880,77.1627
890,76.9644
900,77.0069
910,76.9442
920,76.8193
930,76.8231
940,76.7513
950,76.749
960,76.4428
970,76.53
980,76.4833
990,76.2379
1000,76.1512
1010,75.9516
1020,75.9637
1030,75.8948
1040,76.2653
1050,75.7532
1060,75.6395
1070,75.3958
1080,75.7403
1090,75.3547
1100,75.4758
1110,75.6471
1120,75.4088
1130,75.3387
1140,75.1929
1150,75.1393
1160,74.9362
1170,75.1862
1180,74.8778
1190,74.989
1200,74.9375
1210,74.6019
1220,74.7131
1230,74.519
1240,74.7498
1250,74.3322
1260,74.4183
1270,74.0119
1280,74.2586
1290,74.1377
1300,74.2561
1310,74.1304
1320,73.9531
1330,73.7626
1340,73.6063
1350,73.7738
1360,73.5831
1370,73.6264
1380,73.4757
1390,73.752
1400,73.3668
1410,73.4998
1420,73.3988
1430,73.4514
1440,73.3219
1450,73.2712
1460,73.0564
1470,73.02
1480,72.7999
1490,73.0864
1500,72.7204
1510,72.9271
1520,72.8983
1530,72.915
1540,72.8985
1550,72.8224
1560,73.0034
1570,72.9083
1580,72.8495
1590,72.952
1600,73.2843
1610,72.9458
1620,73.2637
1630,73.248
1640,73.2034
1650,72.84
1660,72.6166
1670,72.4887
1680,72.3881
1690,71.9418
1700,71.5194
1710,71.1258
1720,70.4292
1730,70.374
1740,70.4389
1750,70.8663
1760,71.0963
1770,71.6001
1780,71.4025
1790,71.1352
1800,70.8378
1810,71.2316
1820,71.5671
1830,71.4463
1840,71.1179
1850,71.1818
1860,71.0829
1870,70.9536
1880,70.5366
1890,70.014
1900,69.5442
1910,69.3956
1920,69.3544
1930,69.7095
1940,69.749
1950,69.5095
1960,69.0975
1970,69.3594
1980,69.8763
1990,70.4867
2000,70.7905
2010,71.4074
2020,71.7072
2030,72.2105
2040,72.1655
2050,72.3475
2060,72.7242
2070,72.7567
2080,72.5657
2090,72.6723
2100,72.4447
2110,72.1407
2120,72.1876
2130,71.815
2140,71.346
2150,71.3442
2160,70.7368
2170,70.3457
2180,70.1274
2190,70.1622
2200,70.4545
2210,70.2546
2220,70.4967
2230,71.0184
2240,71.9841
2250,72.3109
2260,72.2456
2270,71.9275
2280,71.4012
2290,70.8344
2300,70.5686
2310,70.8277
2320,70.8195
2330,71.1601
2340,71.9107
2350,72.0002
2360,72.345
2370,72.841
2380,72.9029
2390,73.4248
2400,73.8094
2410,73.7554
2420,73.6421
2430,73.4781
2440,72.946
2450,73.3123
2460,73.9198
2470,73.6987
2480,73.5429
2490,73.0357
2500,72.4904
2510,72.5274
2520,73.55
2530,73.5875
2540,73.5467
2550,72.8866
2560,72.3675
2570,72.1931
2580,72.3987
2590,71.8935
2600,71.9
2610,71.8323
2620,72.2509
2630,71.8224
2640,71.8807
2650,71.6858
2660,71.643
2670,71.5432
2680,71.6969
2690,71.6956
2700,71.072
2710,71.4521
2720,71.181
2730,71.4066
2740,71.2648
2750,71.5555
2760,71.6964
2770,72.1187
2780,72.1434
2790,73.0988
2800,73.0878
2810,72.3412
2820,72.3041
2830,71.825
2840,71.4434
2850,71.4714
2860,71.2093
2870,71.2334
2880,70.8582
2890,70.5471
2900,70.2673
2910,69.9104
2920,69.7356
2930,70.0124
2940,70.7738
2950,71.2341
2960,71.2675
2970,70.9438
2980,70.9637
2990,71.0345
