0,0.0174243,0.022329
300,0.0241395,0.0256062
600,0.0318655,0.0332382
900,0.0435979,0.0454249
1200,0.0143489,0.0159573
1500,0.0147714,0.016184
1800,0.0149682,0.0163773
2100,0.0149546,0.0163495
2400,0.0145521,0.0158245
2700,0.013395,0.0146386
3000,0.0138233,0.0150923
3300,0.0137485,0.0149896
3600,0.0135924,0.0148387
3900,0.0137191,0.0149025
4200,0.0138021,0.0150114
4500,0.0134375,0.0146002
4800,0.0134815,0.0146448
5100,0.0138447,0.0150522
5400,0.013634,0.0148168
5700,0.0137914,0.0149707
6000,0.0136396,0.014932
6300,0.0135827,0.0147585
6600,0.0137016,0.0150266
6900,0.013778,0.01497
7200,0.0137611,0.0150397
7500,0.0137671,0.0149616
7800,0.0135948,0.0148051
8100,0.0134142,0.0146346
8400,0.0134051,0.0146073
8700,0.0134471,0.0146713
9000,0.0135369,0.0147237
9300,0.0136244,0.0148315
9600,0.0135544,0.0147898
9900,0.0143798,0.0156244
10200,0.013284,0.0145589
10500,0.01408,0.0152412
10800,0.013517,0.0146982
11100,0.013637,0.0147935
11400,0.0135342,0.0147059
11700,0.0133643,0.0146243
12000,0.0132477,0.0144139
12300,0.0138557,0.0150501
12600,0.0137371,0.0149617
12900,0.0139277,0.015231
13200,0.0133386,0.014651
13500,0.0134347,0.0146483
13800,0.0133842,0.014691
14100,0.0133177,0.0144956
14400,0.0132836,0.0144311
14700,0.0131942,0.0143471
15000,0.0135064,0.014712
15300,0.0135463,0.0148292
15600,0.0133979,0.0146053
15900,0.0138263,0.0149959
16200,0.0133868,0.0145605
16500,0.0134787,0.0146384
16800,0.0134789,0.0146403
17100,0.0134451,0.0147184
17400,0.0136276,0.0148683
17700,0.0136483,0.0148669
18000,0.0136501,0.0148356
18300,0.0133461,0.0144949
18600,0.0134811,0.0146875
18900,0.013571,0.0147736
19200,0.0134429,0.0146396
19500,0.0131519,0.0143263
19800,0.0137201,0.0148702
20100,0.0137799,0.0149614
20400,0.0132064,0.0143605
20700,0.0135642,0.0148017
21000,0.0134762,0.0147031
21300,0.0133262,0.0145064
21600,0.0131581,0.0142965
21900,0.0137976,0.014938
22200,0.0138479,0.0150254
22500,0.0134503,0.0146562
22800,0.0135912,0.0148412
23100,0.0133487,0.0145331
23400,0.0132286,0.0143719
23700,0.013146,0.0142707
24000,0.0142032,0.0153782
24300,0.0137041,0.0149042
24600,0.0135632,0.0147728
24900,0.0135141,0.0147057
25200,0.0133268,0.0145352
25500,0.0131702,0.0143084
25800,0.013323,0.0144571
26100,0.0141563,0.0153818
26400,0.0143039,0.0155718
26700,0.013758,0.0149537
27000,0.0135585,0.0147492
27300,0.01306,0.0142124
27600,0.0131019,0.0142384
27900,0.0132264,0.0143574
28200,0.0140512,0.0152189
28500,0.0138569,0.0151064
28800,0.0136392,0.0148308
29100,0.0132469,0.0144361
29400,0.0131223,0.0142538
29700,0.0130384,0.0141702
